TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
3719643,Houston B-cycle,627953,Subscriber,,,77006,UNITED STATES,24 Hour Kiosk,821,Standard,Spotts Park,Spotts Park,75,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:28:45,16:43:32,Y,Y,Round Trip,Houston B-cycle
3719661,Houston B-cycle,627957,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,183,Standard,La Branch & Lamar,City Hall,16,0,0,N,2.4,2.3,96,2014-12-13,2014-12-13,15:32:39,15:48:42,N,Y,One Way,Houston B-cycle
3719663,Houston B-cycle,356376,Member,Houston,TX,77007,UNITED STATES,Annual Member,262,Standard,La Branch & Lamar,City Hall,15,0,0,N,2.3,2.1,90,2014-12-13,2014-12-13,15:33:11,15:48:20,N,Y,One Way,Houston B-cycle
3719664,Houston B-cycle,627959,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,193,Standard,La Branch & Lamar,City Hall,15,0,0,N,2.3,2.1,90,2014-12-13,2014-12-13,15:33:23,15:48:35,N,Y,One Way,Houston B-cycle
3719665,Houston B-cycle,357242,Member,HOUSTON,TX,77007,UNITED STATES,Annual Member,264,Standard,La Branch & Lamar,City Hall,15,0,0,N,2.3,2.1,90,2014-12-13,2014-12-13,15:33:27,15:48:28,N,Y,One Way,Houston B-cycle
3719684,Houston B-cycle,627966,Subscriber,,,77081,UNITED STATES,24 Hour Kiosk,144,Standard,City Hall,City Hall,69,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:36:04,16:45:23,Y,Y,Round Trip,Houston B-cycle
3719689,Houston B-cycle,627966,Subscriber,,,77081,UNITED STATES,24 Hour Kiosk,982,Standard,City Hall,City Hall,69,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:36:53,16:45:20,Y,Y,Round Trip,Houston B-cycle
3719691,Houston B-cycle,627794,Subscriber,,,77478,UNITED STATES,24 Hour Kiosk,252,Standard,West Gray & Baldwin,West Gray & Baldwin,509,55,0,Y,8.3,7.8,330,2014-12-13,2014-12-14,15:36:59,00:05:09,Y,Y,Round Trip,Houston B-cycle
3719694,Houston B-cycle,627967,Subscriber,,,77098,UNITED STATES,24 Hour Kiosk,897,Standard,Westheimer & Waugh,Westheimer & Waugh,114,0,4,N,2.7,2.6,108,2014-12-13,2014-12-13,15:37:34,17:31:49,Y,Y,Round Trip,Houston B-cycle
3719697,Houston B-cycle,627877,Subscriber,Houston,TX,77019,UNITED STATES,24 Hour Pass,989,Standard,Westheimer & Waugh,Westheimer & Waugh,862,114,4,Y,17.1,16.2,684,2014-12-13,2014-12-14,15:38:18,06:00:41,Y,Y,Round Trip,Houston B-cycle
3719716,Houston B-cycle,447664,Subscriber,,,77506,UNITED STATES,24 Hour Kiosk,061,Standard,La Branch & Lamar,Sabine Bridge ,57,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,15:43:58,16:40:52,Y,Y,One Way,Houston B-cycle
3719719,Houston B-cycle,615895,Subscriber,,,77007,UNITED STATES,24 Hour Kiosk,881,Standard,Spotts Park,Spotts Park,83,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:44:02,17:07:24,Y,Y,Round Trip,Houston B-cycle
3719726,Houston B-cycle,615895,Subscriber,,,77007,UNITED STATES,24 Hour Kiosk,322,Standard,Spotts Park,Spotts Park,83,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:44:51,17:07:29,Y,Y,Round Trip,Houston B-cycle
3719733,Houston B-cycle,615895,Subscriber,,,77007,UNITED STATES,24 Hour Kiosk,255,Standard,Spotts Park,Spotts Park,82,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,15:45:48,17:07:24,Y,Y,Round Trip,Houston B-cycle
3719799,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,358,Standard,Menil Collection / Alabama & Mandell,La Branch & Lamar,16,0,0,N,2.4,2.3,96,2014-12-13,2014-12-13,15:54:45,16:10:42,N,Y,One Way,Houston B-cycle
3719800,Houston B-cycle,627989,Subscriber,,,77081,UNITED STATES,24 Hour Kiosk,263 R2,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,60,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,15:54:47,16:54:51,Y,Y,Round Trip,Houston B-cycle
3719803,Houston B-cycle,627989,Subscriber,,,77081,UNITED STATES,24 Hour Kiosk,869,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,59,0,0,N,2.2,2.1,88,2014-12-13,2014-12-13,15:55:56,16:54:54,Y,Y,Round Trip,Houston B-cycle
3719841,Houston B-cycle,628002,Subscriber,,,75081,UNITED STATES,24 Hour Kiosk,936,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,69,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,16:00:19,17:09:07,Y,Y,Round Trip,Houston B-cycle
3719844,Houston B-cycle,628002,Subscriber,,,75081,UNITED STATES,24 Hour Kiosk,216,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,69,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,16:00:50,17:09:01,Y,Y,Round Trip,Houston B-cycle
3719849,Houston B-cycle,628004,Subscriber,,,10128,UNITED STATES,24 Hour Kiosk,277 G,Standard,Spotts Park,Spotts Park,840,55,0,Y,8.3,7.8,330,2014-12-13,2014-12-14,16:01:20,06:01:11,Y,Y,Round Trip,Houston B-cycle
3719855,Houston B-cycle,628006,Subscriber,,,77015,UNITED STATES,24 Hour Kiosk,124,Standard,Stude Park,Stude Park,0,0,0,N,.0,.0,0,2014-12-13,2014-12-13,16:02:25,16:02:25,N,Y,Round Trip,Houston B-cycle
3719883,Houston B-cycle,628012,Subscriber,,,77076,UNITED STATES,24 Hour Kiosk,892,Standard,Stude Park,Stude Park,58,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:06:28,17:04:43,Y,Y,Round Trip,Houston B-cycle
3719886,Houston B-cycle,628014,Subscriber,,,77004,UNITED STATES,24 Hour Kiosk,259,Standard,MFAH/ Fannin & Binz,Rusk & St. Emanuel ,53,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:08:05,17:01:36,Y,Y,One Way,Houston B-cycle
3719888,Houston B-cycle,627834,Subscriber,,,91706,UNITED STATES,24 Hour Kiosk,073,Standard,Elgin & Smith,La Branch & Lamar,45,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:08:47,16:53:57,Y,Y,One Way,Houston B-cycle
3719890,Houston B-cycle,628014,Subscriber,,,77004,UNITED STATES,24 Hour Kiosk,304,Standard,MFAH/ Fannin & Binz,Rusk & St. Emanuel ,53,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:08:55,17:01:36,Y,Y,One Way,Houston B-cycle
3719891,Houston B-cycle,627834,Subscriber,,,91706,UNITED STATES,24 Hour Kiosk,261,Standard,Elgin & Smith,La Branch & Lamar,44,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:09:13,16:53:44,Y,Y,One Way,Houston B-cycle
3719895,Houston B-cycle,625184,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,975,Standard,McKinney & Caroline,McKinney & Caroline,56,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:09:49,17:05:05,Y,Y,Round Trip,Houston B-cycle
3719897,Houston B-cycle,625184,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,850,Standard,McKinney & Caroline,McKinney & Caroline,55,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:10:22,17:05:01,Y,Y,Round Trip,Houston B-cycle
3719902,Houston B-cycle,625184,Subscriber,,,77056,UNITED STATES,24 Hour Kiosk,972,Standard,McKinney & Caroline,McKinney & Caroline,54,0,0,N,6.9,6.6,276,2014-12-13,2014-12-13,16:10:52,17:04:54,Y,Y,Round Trip,Houston B-cycle
3719965,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,275,Standard,Sabine Bridge ,Stude Park,22,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:25:47,16:47:44,N,Y,One Way,Houston B-cycle
3719968,Houston B-cycle,628034,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,269,Standard,Sabine Bridge ,Sabine Bridge ,64,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:26:08,17:30:11,Y,Y,Round Trip,Houston B-cycle
3719974,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,25 G,Standard,Sabine Bridge ,Sabine Bridge ,0,0,0,N,.0,.0,0,2014-12-13,2014-12-13,16:27:02,16:27:38,N,Y,Round Trip,Houston B-cycle
3719978,Houston B-cycle,628035,Subscriber,,,77387,UNITED STATES,24 Hour Kiosk,262,Standard,City Hall,City Hall,55,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:27:19,17:22:11,Y,Y,Round Trip,Houston B-cycle
3719979,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,413,Standard,Sabine Bridge ,Stude Park,20,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:27:23,16:47:15,N,Y,One Way,Houston B-cycle
3719983,Houston B-cycle,628035,Subscriber,,,77387,UNITED STATES,24 Hour Kiosk,193,Standard,City Hall,City Hall,53,0,0,N,3.2,3.0,128,2014-12-13,2014-12-13,16:28:07,17:21:45,Y,Y,Round Trip,Houston B-cycle
3719985,Houston B-cycle,432951,Maintenance,,,,UNITED STATES,,877,Standard,Sabine Bridge ,Stude Park,20,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:28:36,16:48:17,N,Y,One Way,Houston B-cycle
3719991,Houston B-cycle,628035,Subscriber,,,77387,UNITED STATES,24 Hour Kiosk,981,Standard,City Hall,City Hall,52,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:29:10,17:21:55,Y,Y,Round Trip,Houston B-cycle
3719993,Houston B-cycle,587254,Subscriber,,,77503,UNITED STATES,24 Hour Kiosk,118,Standard,Sabine Bridge ,Sabine Bridge ,43,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:29:40,17:12:12,Y,Y,Round Trip,Houston B-cycle
3719995,Houston B-cycle,628036,Subscriber,,,77005,UNITED STATES,24 Hour Kiosk,183,Standard,City Hall,City Hall,55,0,0,N,6.8,6.5,273,2014-12-13,2014-12-13,16:30:17,17:25:33,Y,Y,Round Trip,Houston B-cycle
3719996,Houston B-cycle,587254,Subscriber,,,77503,UNITED STATES,24 Hour Kiosk,122,Standard,Sabine Bridge ,Sabine Bridge ,42,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:30:35,17:12:14,Y,Y,Round Trip,Houston B-cycle
3719997,Houston B-cycle,628036,Subscriber,,,77005,UNITED STATES,24 Hour Kiosk,264,Standard,City Hall,City Hall,54,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:31:18,17:25:30,Y,Y,Round Trip,Houston B-cycle
3719999,Houston B-cycle,628037,Subscriber,,,77478,UNITED STATES,24 Hour Kiosk,903,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,58,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:32:23,17:30:59,Y,Y,Round Trip,Houston B-cycle
3720001,Houston B-cycle,426035,Member,Houston,TX,77002,UNITED STATES,Annual Member,186,Standard,METRO Transit Center ,Milam & Webster,3,0,0,N,.5,.4,18,2014-12-13,2014-12-13,16:33:55,16:36:26,N,Y,One Way,Houston B-cycle
3720016,Houston B-cycle,628043,Subscriber,,,77573,UNITED STATES,24 Hour Kiosk,141,Standard,Smith & Capitol,Lamar & Crawford,36,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:36:52,17:12:05,Y,Y,One Way,Houston B-cycle
3720022,Houston B-cycle,628043,Subscriber,,,77573,UNITED STATES,24 Hour Kiosk,893,Standard,Smith & Capitol,Lamar & Crawford,35,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:37:29,17:12:07,Y,Y,One Way,Houston B-cycle
3720028,Houston B-cycle,628045,Subscriber,,,77002,UNITED STATES,24 Hour Kiosk,266,Standard,Lamar & Milam,Lamar & Milam,117,0,4,N,2.7,2.6,108,2014-12-13,2014-12-13,16:38:26,18:35:08,Y,Y,Round Trip,Houston B-cycle
3720037,Houston B-cycle,407100,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,315,Standard,West Gray & Baldwin,West Gray & Baldwin,272,0,14,N,2.7,2.6,108,2014-12-13,2014-12-13,16:40:27,21:12:20,Y,Y,Round Trip,Houston B-cycle
3720039,Houston B-cycle,407100,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,410,Standard,West Gray & Baldwin,West Gray & Baldwin,5,0,0,N,.8,.7,30,2014-12-13,2014-12-13,16:40:39,16:45:12,N,Y,Round Trip,Houston B-cycle
3720048,Houston B-cycle,628048,Subscriber,,,77054,UNITED STATES,24 Hour Kiosk,500 G,Standard,Sabine Bridge ,Sabine Bridge ,39,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:41:58,17:20:41,Y,Y,Round Trip,Houston B-cycle
3720053,Houston B-cycle,628048,Subscriber,,,77054,UNITED STATES,24 Hour Kiosk,883,Standard,Sabine Bridge ,Sabine Bridge ,38,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:42:44,17:20:43,Y,Y,Round Trip,Houston B-cycle
3720061,Houston B-cycle,620061,Subscriber,,,77008,UNITED STATES,24 Hour Kiosk,821,Standard,Spotts Park,Spotts Park,48,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:44:25,17:32:36,Y,Y,Round Trip,Houston B-cycle
3720069,Houston B-cycle,407100,Subscriber,,,77019,UNITED STATES,24 Hour Kiosk,175,Standard,West Gray & Baldwin,West Gray & Baldwin,267,0,14,N,2.7,2.6,108,2014-12-13,2014-12-13,16:45:48,21:12:12,Y,Y,Round Trip,Houston B-cycle
3720071,Houston B-cycle,628037,Subscriber,,,77478,UNITED STATES,24 Hour Kiosk,928,Standard,MFAH/ Fannin & Binz,Herman Park Lake Plaza,46,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:45:57,17:31:57,Y,Y,One Way,Houston B-cycle
3720085,Houston B-cycle,356376,Member,Houston,TX,77007,UNITED STATES,Annual Member,156,Standard,Dallas & Smith,McKinney & Caroline,10,0,0,N,1.5,1.4,60,2014-12-13,2014-12-13,16:49:28,16:59:10,N,Y,One Way,Houston B-cycle
3720088,Houston B-cycle,627957,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,838,Standard,Dallas & Smith,McKinney & Caroline,11,0,0,N,1.7,1.6,66,2014-12-13,2014-12-13,16:49:48,17:00:08,N,Y,One Way,Houston B-cycle
3720091,Houston B-cycle,627959,Subscriber,,,77027,UNITED STATES,24 Hour Kiosk,876,Standard,Dallas & Smith,McKinney & Caroline,10,0,0,N,1.5,1.4,60,2014-12-13,2014-12-13,16:50:04,17:00:11,N,Y,One Way,Houston B-cycle
3720093,Houston B-cycle,357242,Member,HOUSTON,TX,77007,UNITED STATES,Annual Member,970,Standard,Dallas & Smith,McKinney & Caroline,9,0,0,N,1.4,1.3,54,2014-12-13,2014-12-13,16:50:22,16:59:14,N,Y,One Way,Houston B-cycle
3720107,Houston B-cycle,628065,Subscriber,,,77060,UNITED STATES,24 Hour Kiosk,530,Standard,Lamar & Crawford,Lamar & Crawford,46,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:52:17,17:38:12,Y,Y,Round Trip,Houston B-cycle
3720112,Houston B-cycle,628067,Subscriber,,,77433,UNITED STATES,24 Hour Kiosk,853,Standard,Lamar & Crawford,Lamar & Crawford,45,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:53:10,17:38:37,Y,Y,Round Trip,Houston B-cycle
3720117,Houston B-cycle,627919,Subscriber,,,77075,UNITED STATES,24 Hour Kiosk,173,Standard,Freed Library ,Elgin & Smith,85,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,16:54:18,18:19:41,Y,Y,One Way,Houston B-cycle
3720118,Houston B-cycle,426035,Member,Houston,TX,77002,UNITED STATES,Annual Member,186,Standard,Milam & Webster,West Gray & Baldwin,5,0,0,N,.4,.4,15,2014-12-13,2014-12-13,16:54:43,16:59:14,N,Y,One Way,Houston B-cycle
3720119,Houston B-cycle,627919,Subscriber,,,77075,UNITED STATES,24 Hour Kiosk,830,Standard,Freed Library ,Elgin & Smith,84,0,2,N,7.4,7.0,295,2014-12-13,2014-12-13,16:55:01,18:19:56,Y,Y,One Way,Houston B-cycle
3720130,Houston B-cycle,628073,Subscriber,,,77388,UNITED STATES,24 Hour Kiosk,922,Standard,Smith & Capitol,Lamar & Crawford,23,0,0,N,.2,.2,9,2014-12-13,2014-12-13,16:57:09,17:20:53,N,Y,One Way,Houston B-cycle
3720139,Houston B-cycle,628065,Subscriber,,,77060,UNITED STATES,24 Hour Kiosk,858,Standard,Lamar & Crawford,Lamar & Crawford,41,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:57:52,17:38:30,Y,Y,Round Trip,Houston B-cycle
3720142,Houston B-cycle,628073,Subscriber,,,77388,UNITED STATES,24 Hour Kiosk,257,Standard,Smith & Capitol,Lamar & Crawford,21,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:58:28,17:19:57,N,Y,One Way,Houston B-cycle
3720145,Houston B-cycle,628065,Subscriber,,,77060,UNITED STATES,24 Hour Kiosk,963,Standard,Lamar & Crawford,Lamar & Crawford,40,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:58:40,17:38:45,Y,Y,Round Trip,Houston B-cycle
3720151,Houston B-cycle,628065,Subscriber,,,77060,UNITED STATES,24 Hour Kiosk,215,Standard,Lamar & Crawford,Lamar & Crawford,39,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,16:59:14,17:38:35,Y,Y,Round Trip,Houston B-cycle
3720157,Houston B-cycle,628067,Subscriber,,,77433,UNITED STATES,24 Hour Kiosk,178,Standard,Lamar & Crawford,Lamar & Crawford,37,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:01:20,17:38:21,Y,Y,Round Trip,Houston B-cycle
3720161,Houston B-cycle,405001,Member,Houston,TX,77010,UNITED STATES,Annual Member,244,Standard,La Branch & Lamar,Market Square,9,0,0,N,1.4,1.3,54,2014-12-13,2014-12-13,17:02:40,17:11:07,N,Y,One Way,Houston B-cycle
3720173,Houston B-cycle,628014,Subscriber,,,77004,UNITED STATES,24 Hour Kiosk,259,Standard,Rusk & St. Emanuel ,Stude Park,31,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:06:14,17:37:59,Y,Y,One Way,Houston B-cycle
3720177,Houston B-cycle,628014,Subscriber,,,77004,UNITED STATES,24 Hour Kiosk,304,Standard,Rusk & St. Emanuel ,Stude Park,30,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:07:15,17:37:56,N,Y,One Way,Houston B-cycle
3720190,Houston B-cycle,628082,Subscriber,,,89084,UNITED STATES,24 Hour Kiosk,263 R2,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,35,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:08:48,17:43:14,Y,Y,Round Trip,Houston B-cycle
3720192,Houston B-cycle,628082,Subscriber,,,89084,UNITED STATES,24 Hour Kiosk,869,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,34,0,0,N,2.0,1.9,78,2014-12-13,2014-12-13,17:09:35,17:43:25,Y,Y,Round Trip,Houston B-cycle
3720195,Houston B-cycle,513511,Subscriber,,,77036,UNITED STATES,24 Hour Kiosk,216,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,33,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:11:20,17:44:39,Y,Y,Round Trip,Houston B-cycle
3720197,Houston B-cycle,628083,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,240,Standard,Spotts Park,Sabine Bridge ,48,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:11:32,17:59:19,Y,Y,One Way,Houston B-cycle
3720202,Houston B-cycle,628084,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,881,Standard,Spotts Park,Sabine Bridge ,45,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:13:22,17:58:33,Y,Y,One Way,Houston B-cycle
3720221,Houston B-cycle,628086,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,255,Standard,Spotts Park,Sabine Bridge ,43,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:14:48,17:57:48,Y,Y,One Way,Houston B-cycle
3720245,Houston B-cycle,627736,Subscriber,,,77070,UNITED STATES,24 Hour Kiosk,429,Standard,Herman Park Lake Plaza,City Hall,52,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:20:02,18:12:10,Y,Y,One Way,Houston B-cycle
3720270,Houston B-cycle,501148,Subscriber,,,77381,UNITED STATES,24 Hour Kiosk,274,Standard,Main & Dallas,West Gray & Baldwin,10,0,0,N,1.5,1.4,60,2014-12-13,2014-12-13,17:28:36,17:38:41,N,Y,One Way,Houston B-cycle
3720272,Houston B-cycle,501148,Subscriber,,,77381,UNITED STATES,24 Hour Kiosk,923,Standard,Main & Dallas,West Gray & Baldwin,10,0,0,N,1.5,1.4,60,2014-12-13,2014-12-13,17:28:51,17:38:35,N,Y,One Way,Houston B-cycle
3720290,Houston B-cycle,495451,Subscriber,,,77011,UNITED STATES,24 Hour Kiosk,261,Standard,La Branch & Lamar,West Gray & Baldwin,25,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:34:42,17:59:46,N,Y,One Way,Houston B-cycle
3720293,Houston B-cycle,628093,Subscriber,,,77072,UNITED STATES,24 Hour Kiosk,936,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,54,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:34:59,18:28:40,Y,Y,Round Trip,Houston B-cycle
3720294,Houston B-cycle,495451,Subscriber,,,77011,UNITED STATES,24 Hour Kiosk,943,Standard,La Branch & Lamar,West Gray & Baldwin,24,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:35:17,17:59:44,N,Y,One Way,Houston B-cycle
3720295,Houston B-cycle,495451,Subscriber,,,77011,UNITED STATES,24 Hour Kiosk,073,Standard,La Branch & Lamar,West Gray & Baldwin,24,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:35:53,17:59:37,N,Y,One Way,Houston B-cycle
3720297,Houston B-cycle,628094,Subscriber,,,77072,UNITED STATES,24 Hour Kiosk,903,Standard,Herman Park Lake Plaza,Herman Park Lake Plaza,52,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:36:07,18:28:40,Y,Y,Round Trip,Houston B-cycle
3720309,Houston B-cycle,628097,Subscriber,,,77083,UNITED STATES,24 Hour Kiosk,99,Standard,Freed Library ,Westheimer & Waugh,38,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:37:17,18:15:42,Y,Y,One Way,Houston B-cycle
3720314,Houston B-cycle,628098,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,295,Standard,Spotts Park,Spotts Park,79,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,17:37:44,18:56:35,Y,Y,Round Trip,Houston B-cycle
3720317,Houston B-cycle,628099,Subscriber,,,77083,UNITED STATES,24 Hour Kiosk,159,Standard,Freed Library ,Westheimer & Waugh,58,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:38:11,18:36:24,Y,Y,One Way,Houston B-cycle
3720318,Houston B-cycle,476187,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,821,Standard,Spotts Park,Spotts Park,77,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,17:38:22,18:55:49,Y,Y,Round Trip,Houston B-cycle
3720322,Houston B-cycle,628100,Subscriber,,,77083,UNITED STATES,24 Hour Kiosk,205,Standard,Freed Library ,Westheimer & Waugh,58,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:38:59,18:36:33,Y,Y,One Way,Houston B-cycle
3720340,Houston B-cycle,628105,Subscriber,,,77076,UNITED STATES,24 Hour Kiosk,144,Standard,City Hall,City Hall,88,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,17:46:16,19:14:29,Y,Y,Round Trip,Houston B-cycle
3720343,Houston B-cycle,390928,Member,Houston,TX,77006,UNITED STATES,Annual Member,526,Standard,Lamar & Milam,Taft & Fairview,13,0,0,N,2.0,1.9,78,2014-12-13,2014-12-13,17:47:12,18:00:03,N,Y,One Way,Houston B-cycle
3720350,Houston B-cycle,628105,Subscriber,,,77076,UNITED STATES,24 Hour Kiosk,982,Standard,City Hall,City Hall,86,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,17:48:20,19:14:47,Y,Y,Round Trip,Houston B-cycle
3720384,Houston B-cycle,628086,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,25 G,Standard,Sabine Bridge ,Spotts Park,59,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:57:37,18:56:13,Y,Y,One Way,Houston B-cycle
3720388,Houston B-cycle,628084,Subscriber,,,77040,UNITED STATES,24 Hour Kiosk,881,Standard,Sabine Bridge ,Spotts Park,58,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:58:27,18:56:05,Y,Y,One Way,Houston B-cycle
3720391,Houston B-cycle,628083,Subscriber,,,77088,UNITED STATES,24 Hour Kiosk,061,Standard,Sabine Bridge ,Spotts Park,57,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,17:59:06,18:56:31,Y,Y,One Way,Houston B-cycle
3720418,Houston B-cycle,627794,Subscriber,,,77478,UNITED STATES,24 Hour Kiosk,923,Standard,West Gray & Baldwin,Market Square,89,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,18:04:15,19:33:30,Y,Y,One Way,Houston B-cycle
3720422,Houston B-cycle,627795,Subscriber,,,77002,UNITED STATES,24 Hour Kiosk,073,Standard,West Gray & Baldwin,Market Square,88,0,2,N,2.7,2.6,108,2014-12-13,2014-12-13,18:05:41,19:33:25,Y,Y,One Way,Houston B-cycle
3720428,Houston B-cycle,496744,Member,Houston,TX,77006,UNITED STATES,Annual Member,204,Standard,Westheimer & Waugh,Freed Library ,7,0,0,N,1.1,1.0,42,2014-12-13,2014-12-13,18:07:30,18:14:09,N,Y,One Way,Houston B-cycle
3720441,Houston B-cycle,589013,Subscriber,,,77065,UNITED STATES,24 Hour Kiosk,429,Standard,City Hall,City Hall,37,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,18:12:36,18:49:45,Y,Y,Round Trip,Houston B-cycle
3720444,Houston B-cycle,589013,Subscriber,,,77065,UNITED STATES,24 Hour Kiosk,193,Standard,City Hall,City Hall,36,0,0,N,2.7,2.6,108,2014-12-13,2014-12-13,18:13:23,18:49:42,Y,Y,Round Trip,Houston B-cycle
3720446,Houston B-cycle,496744,Member,Houston,TX,77006,UNITED STATES,Annual Member,204,Standard,Freed Library ,Freed Library ,0,0,0,N,.0,.0,0,2014-12-13,2014-12-13,18:14:00,18:14:43,N,Y,Round Trip,Houston B-cycle
3720461,Houston B-cycle,628097,Subscriber,,,77083,UNITED STATES,24 Hour Kiosk,99,Standard,Westheimer & Waugh,City Hall,210,0,10,N,2.9,2.7,115,2014-12-13,2014-12-13,18:17:03,21:47:51,Y,Y,One Way,Houston B-cycle
